Date,Close,,
2/12/1948,10.24209,,
3/14/1948,9.48196,,
4/12/1948,6.81818,,
5/13/1948,8.27273,,
6/12/1948,9.38497,,
7/13/1948,9.375,,
8/12/1948,9.76158,,
9/12/1948,9.0625,,
10/13/1948,6.65499,,
11/12/1948,6.11087,,
12/13/1948,4.77016,,
1/12/1949,2.73387,,
2/12/1949,1.39358,,
3/15/1949,1.01394,,
4/12/1949,1.74468,,
5/13/1949,0.41982,,
6/12/1949,-0.41649,,
7/13/1949,-0.95238,,
8/12/1949,-2.86885,,
9/12/1949,-2.98813,,
10/13/1949,-2.50411,,
11/12/1949,-2.63266,,
12/13/1949,-1.90397,,
1/12/1950,-1.82952,,
2/12/1950,-2.08247,,
3/15/1950,-1.25471,,
4/12/1950,-1.12923,,
5/13/1950,-1.12876,,
6/12/1950,-0.58553,,
7/13/1950,-0.16722,,
8/12/1950,1.56118,,
9/12/1950,2.1097,,
10/13/1950,2.48421,,
11/12/1950,3.50655,,
12/13/1950,3.79747,,
1/12/1951,5.80263,,
2/12/1951,7.95406,,
3/15/1951,9.4028,,
4/12/1951,9.47547,,
5/13/1951,9.59831,,
6/12/1951,9.3395,,
7/13/1951,8.58459,,
8/12/1951,7.64437,,
9/12/1951,6.8595,,
10/13/1951,6.9433,,
11/12/1951,6.77551,,
12/13/1951,6.99187,,
1/12/1952,5.96477,,
2/12/1952,4.21592,,
3/14/1952,2.24545,,
4/12/1952,1.97063,,
5/13/1952,2.08333,,
6/12/1952,1.84686,,
7/13/1952,2.31392,,
8/12/1952,2.97183,,
9/12/1952,3.20959,,
10/13/1952,2.30503,,
11/12/1952,2.02599,,
12/13/1952,1.40578,,
1/12/1953,0.90669,,
2/12/1953,0.71834,,
3/15/1953,0.68156,,
4/12/1953,0.90944,,
5/13/1953,0.86924,,
6/12/1953,0.86891,,
7/13/1953,0.90464,,
8/12/1953,0.41229,,
9/12/1953,0.59948,,
10/13/1953,0.97634,,
11/12/1953,0.97415,,
12/13/1953,0.59948,,
1/12/1954,0.59903,,
2/12/1954,1.12613,,
3/15/1954,1.50432,,
4/12/1954,1.12655,,
5/13/1954,0.63694,,
6/12/1954,0.86142,,
7/13/1954,0.63504,,
8/12/1954,0.26129,,
9/12/1954,0,,
10/13/1954,-0.29751,,
11/12/1954,-0.85343,,
12/13/1954,-0.26071,,
1/12/1955,-0.37216,,
2/12/1955,-0.63103,,
3/15/1955,-0.62986,,
4/12/1955,-0.51987,,
5/13/1955,-0.26061,,
6/12/1955,-0.59413,,
7/13/1955,-0.85375,,
8/12/1955,-0.3723,,
9/12/1955,-0.48417,,
10/13/1955,0.1492,,
11/12/1955,0.37425,,
12/13/1955,0.37341,,
1/12/1956,0.37355,,
2/12/1956,0.22413,,
3/14/1956,0.14914,,
4/12/1956,0.37327,,
5/13/1956,0.52258,,
6/12/1956,0.97124,,
7/13/1956,1.64732,,
8/12/1956,1.98057,,
9/12/1956,2.20808,,
10/13/1956,1.8622,,
11/12/1956,2.57271,,
12/13/1956,2.34375,,
1/12/1957,2.82843,,
2/12/1957,3.13082,,
3/15/1957,3.49963,,
4/12/1957,3.60729,,
5/13/1957,3.71333,,
6/12/1957,3.58861,,
7/13/1957,3.53591,,
8/12/1957,3.29791,,
9/12/1957,3.55181,,
10/13/1957,3.54662,,
11/12/1957,2.94438,,
12/13/1957,3.27154,,
1/12/1958,3.04017,,
2/12/1958,3.5056,,
3/15/1958,3.23741,,
4/12/1958,3.62527,,
5/13/1958,3.61618,,
6/12/1958,3.35714,,
7/13/1958,2.84596,,
8/12/1958,2.48315,,
9/12/1958,2.3338,,
10/13/1958,2.08333,,
11/12/1958,2.08333,,
12/13/1958,1.90074,,
1/12/1959,1.75623,,
2/12/1959,1.2919,,
3/15/1959,1.0453,,
4/12/1959,0.34638,,
5/13/1959,0.13822,,
6/12/1959,0.34554,,
7/13/1959,0.6918,,
8/12/1959,0.89997,,
9/12/1959,0.8293,,
10/13/1959,1.17606,,
11/12/1959,1.52196,,
12/13/1959,1.38169,,
1/12/1960,1.51881,,
2/12/1960,1.24095,,
3/14/1960,1.41379,,
4/12/1960,1.51881,,
5/13/1960,1.93237,,
6/12/1960,1.82507,,
7/13/1960,1.71762,,
8/12/1960,1.37221,,
9/12/1960,1.47361,,
10/13/1960,1.23077,,
11/12/1960,1.36286,,
12/13/1960,1.46508,,
1/12/1961,1.36008,,
2/12/1961,1.60027,,
3/15/1961,1.46209,,
4/12/1961,1.46209,,
5/13/1961,0.91401,,
6/12/1961,0.91309,,
7/13/1961,0.77676,,
8/12/1961,1.25212,,
9/12/1961,1.11449,,
10/13/1961,1.24958,,
11/12/1961,0.77311,,
12/13/1961,0.67159,,
1/12/1962,0.67092,,
2/12/1962,0.67024,,
3/15/1962,0.90483,,
4/12/1962,1.1059,,
5/13/1962,1.34183,,
6/12/1962,1.34048,,
7/13/1962,1.23995,,
8/12/1962,1.00267,,
9/12/1962,1.1356,,
10/13/1962,1.46765,,
11/12/1962,1.33422,,
12/13/1962,1.33422,,
1/12/1963,1.23292,,
2/12/1963,1.33156,,
3/15/1963,1.22883,,
4/12/1963,1.12695,,
5/13/1963,0.89374,,
6/12/1963,0.89286,,
7/13/1963,1.32406,,
8/12/1963,1.55526,,
9/12/1963,1.55218,,
10/13/1963,0.98619,,
11/12/1963,1.21791,,
12/13/1963,1.31666,,
1/12/1964,1.64582,,
2/12/1964,1.64258,,
3/14/1964,1.41076,,
4/12/1964,1.40937,,
5/13/1964,1.54199,,
6/12/1964,1.54048,,
7/13/1964,1.30676,,
8/12/1964,1.07527,,
9/12/1964,0.97561,,
10/13/1964,1.17188,,
11/12/1964,1.20325,,
12/13/1964,1.39701,,
1/12/1965,1.19819,,
2/12/1965,1.0989,,
3/15/1965,1.19702,,
4/12/1965,1.19586,,
5/13/1965,1.38934,,
6/12/1965,1.61394,,
7/13/1965,1.93486,,
8/12/1965,1.80529,,
9/12/1965,1.61031,,
10/13/1965,1.73745,,
11/12/1965,1.70308,,
12/13/1965,1.73021,,
1/12/1966,1.92,,
2/12/1966,1.91816,,
3/15/1966,2.55754,,
4/12/1966,2.77866,,
5/13/1966,2.86807,,
6/12/1966,2.76366,,
7/13/1966,2.43594,,
8/12/1966,2.75491,,
9/12/1966,3.48653,,
10/13/1966,3.57369,,
11/12/1966,3.79147,,
12/13/1966,3.55906,,
1/12/1967,3.3595,,
2/12/1967,3.1995,,
3/15/1967,2.86783,,
4/12/1967,2.54817,,
5/13/1967,2.54027,,
6/12/1967,2.31839,,
7/13/1967,2.84126,,
8/12/1967,2.92758,,
9/12/1967,2.60337,,
10/13/1967,2.59542,,
11/12/1967,2.58752,,
12/13/1967,3.10219,,
1/12/1968,3.28068,,
2/12/1968,3.64742,,
3/14/1968,3.63636,,
4/12/1968,3.93939,,
5/13/1968,3.92749,,
6/12/1968,4.22961,,
7/13/1968,4.2042,,
8/12/1968,4.49102,,
9/12/1968,4.47761,,
10/13/1968,4.46429,,
11/12/1968,4.74777,,
12/13/1968,4.42478,,
1/12/1969,4.70588,,
2/12/1969,4.69208,,
3/15/1969,4.67836,,
4/12/1969,5.24781,,
5/13/1969,5.52326,,
6/12/1969,5.50725,,
7/13/1969,5.4755,,
8/12/1969,5.44413,,
9/12/1969,5.42857,,
10/13/1969,5.69801,,
11/12/1969,5.66572,,
12/13/1969,5.9322,,
1/12/1970,5.89888,,
2/12/1970,6.16246,,
3/15/1970,6.42458,,
4/12/1970,6.09418,,
5/13/1970,6.06061,,
6/12/1970,6.04396,,
7/13/1970,6.01093,,
8/12/1970,5.70652,,
9/12/1970,5.69106,,
10/13/1970,5.66038,,
11/12/1970,5.63003,,
12/13/1970,5.6,,
1/12/1971,5.57029,,
2/12/1971,5.27704,,
3/15/1971,4.72441,,
4/12/1971,4.43864,,
5/13/1971,4.15584,,
6/12/1971,4.40415,,
7/13/1971,4.38144,,
8/12/1971,4.37018,,
9/12/1971,4.35897,,
10/13/1971,4.08163,,
11/12/1971,3.80711,,
12/13/1971,3.53535,,
1/12/1972,3.26633,,
2/12/1972,3.25815,,
3/14/1972,3.7594,,
4/12/1972,3.5,,
5/13/1972,3.49127,,
6/12/1972,3.22581,,
7/13/1972,2.96296,,
8/12/1972,2.95567,,
9/12/1972,2.9484,,
10/13/1972,3.18627,,
11/12/1972,3.17848,,
12/13/1972,3.41463,,
1/12/1973,3.40633,,
2/12/1973,3.64078,,
3/15/1973,3.86473,,
4/12/1973,4.83092,,
5/13/1973,5.3012,,
6/12/1973,5.52885,,
7/13/1973,5.9952,,
8/12/1973,5.74163,,
9/12/1973,7.39857,,
10/13/1973,7.36342,,
11/12/1973,8.05687,,
12/13/1973,8.25472,,
1/12/1974,8.94118,,
2/12/1974,9.60187,,
3/15/1974,10,,
4/12/1974,10.13825,,
5/13/1974,10.06865,,
6/12/1974,10.70615,,
7/13/1974,10.85973,,
8/12/1974,11.53846,,
9/12/1974,10.88889,,
10/13/1974,11.9469,,
11/12/1974,11.84211,,
12/13/1974,12.20044,,
1/12/1975,12.09503,,
2/12/1975,11.75214,,
3/15/1975,11.20507,,
4/12/1975,10.46025,,
5/13/1975,10.18711,,
6/12/1975,9.25926,,
7/13/1975,9.18367,,
8/12/1975,9.53347,,
9/12/1975,8.61723,,
10/13/1975,7.90514,,
11/12/1975,7.64706,,
12/13/1975,7.37864,,
1/12/1976,7.12909,,
2/12/1976,6.69216,,
3/14/1976,6.27376,,
4/12/1976,6.06061,,
5/13/1976,5.84906,,
6/12/1976,6.21469,,
7/13/1976,5.98131,,
8/12/1976,5.55556,,
9/12/1976,5.71956,,
10/13/1976,5.49451,,
11/12/1976,5.46448,,
12/13/1976,5.06329,,
1/12/1977,5.03597,,
2/12/1977,5.19713,,
3/15/1977,6.08229,,
4/12/1977,6.42857,,
5/13/1977,6.95187,,
6/12/1977,6.73759,,
7/13/1977,6.70194,,
8/12/1977,6.66667,,
9/12/1977,6.63176,,
10/13/1977,6.42361,,
11/12/1977,6.39033,,
12/13/1977,6.71256,,
1/12/1978,6.67808,,
2/12/1978,6.81431,,
3/15/1978,6.23946,,
4/12/1978,6.37584,,
5/13/1978,6.5,,
6/12/1978,7.14286,,
7/13/1978,7.43802,,
8/12/1978,7.73026,,
9/12/1978,7.85597,,
10/13/1978,8.48287,,
11/12/1978,8.92857,,
12/13/1978,8.87097,,
1/12/1979,8.98876,,
2/12/1979,9.2504,,
3/15/1979,9.84127,,
4/12/1979,10.25237,,
5/13/1979,10.48513,,
6/12/1979,10.69767,,
7/13/1979,11.07692,,
8/12/1979,11.45038,,
9/12/1979,11.83612,,
10/13/1979,11.8797,,
11/12/1979,12.07154,,
12/13/1979,12.59259,,
1/12/1980,13.25479,,
2/12/1980,13.86861,,
3/14/1980,14.16185,,
4/12/1980,14.59227,,
5/13/1980,14.58924,,
6/12/1980,14.42577,,
7/13/1980,14.26593,,
8/12/1980,13.15068,,
9/12/1980,12.89009,,
10/13/1980,12.76882,,
11/12/1980,12.63298,,
12/13/1980,12.63158,,
1/12/1981,12.35371,,
2/12/1981,11.79487,,
3/15/1981,11.39241,,
4/12/1981,10.61174,,
5/13/1981,10.13597,,
6/12/1981,9.79192,,
7/13/1981,9.69697,,
8/12/1981,10.77482,,
9/12/1981,10.81731,,
10/13/1981,10.96544,,
11/12/1981,10.27155,,
12/13/1981,9.57944,,
1/12/1982,8.91204,,
2/12/1982,8.25688,,
3/15/1982,7.61364,,
4/12/1982,6.88488,,
5/13/1982,6.62177,,
6/12/1982,6.91193,,
7/13/1982,7.18232,,
8/12/1982,6.55738,,
9/12/1982,5.96529,,
10/13/1982,4.94092,,
11/12/1982,5.03212,,
12/13/1982,4.47761,,
1/12/1983,3.82572,,
2/12/1983,3.70763,,
3/15/1983,3.48469,,
4/12/1983,3.59029,,
5/13/1983,4,,
6/12/1983,3.44108,,
7/13/1983,2.47423,,
8/12/1983,2.35897,,
9/12/1983,2.4565,,
10/13/1983,2.76356,,
11/12/1983,2.75229,,
12/13/1983,3.16327,,
1/12/1984,3.7871,,
2/12/1984,4.29009,,
3/14/1984,4.69388,,
4/12/1984,4.89297,,
5/13/1984,4.55466,,
6/12/1984,4.33468,,
7/13/1984,4.32596,,
8/12/1984,4.30862,,
9/12/1984,4.2957,,
10/13/1984,4.28287,,
11/12/1984,4.26587,,
12/13/1984,4.1543,,
1/12/1985,4.04339,,
2/12/1985,3.52595,,
3/15/1985,3.60624,,
4/12/1985,3.79009,,
5/13/1985,3.5818,,
6/12/1985,3.57488,,
7/13/1985,3.66442,,
8/12/1985,3.45821,,
9/12/1985,3.35249,,
10/13/1985,3.24737,,
11/12/1985,3.23501,,
12/13/1985,3.51377,,
1/12/1986,3.79147,,
2/12/1986,3.97351,,
3/15/1986,3.19849,,
4/12/1986,2.15356,,
5/13/1986,1.58879,,
6/12/1986,1.6791,,
7/13/1986,1.76744,,
8/12/1986,1.67131,,
9/12/1986,1.57553,,
10/13/1986,1.75763,,
11/12/1986,1.56682,,
12/13/1986,1.2844,,
1/12/1987,1.18721,,
2/12/1987,1.36488,,
3/15/1987,1.91431,,
4/12/1987,2.84143,,
5/13/1987,3.67985,,
6/12/1987,3.66972,,
7/13/1987,3.74771,,
8/12/1987,3.92694,,
9/12/1987,4.28832,,
10/13/1987,4.27273,,
11/12/1987,4.35572,,
12/13/1987,4.52899,,
1/12/1988,4.33213,,
2/12/1988,4.12926,,
3/14/1988,3.9356,,
4/12/1988,3.83244,,
5/13/1988,3.9929,,
6/12/1988,3.9823,,
7/13/1988,3.96476,,
8/12/1988,4.13005,,
9/12/1988,4.11199,,
10/13/1988,4.18483,,
11/12/1988,4.26087,,
12/13/1988,4.2461,,
1/12/1989,4.41176,,
2/12/1989,4.48276,,
3/15/1989,4.64716,,
4/12/1989,4.8927,,
5/13/1989,5.03413,,
6/12/1989,5.2766,,
7/13/1989,5.16949,,
8/12/1989,5.06329,,
9/12/1989,4.62185,,
10/13/1989,4.43515,,
11/12/1989,4.58716,,
12/13/1989,4.65503,,
1/12/1990,4.6396,,
2/12/1990,5.19802,,
3/15/1990,5.26316,,
4/12/1990,5.23732,,
5/13/1990,4.71162,,
6/12/1990,4.3654,,
7/13/1990,4.67365,,
8/12/1990,4.81928,,
9/12/1990,5.70281,,
10/13/1990,6.16987,,
11/12/1990,6.37959,,
12/13/1990,6.19539,,
1/12/1991,6.25495,,
2/12/1991,5.64706,,
3/15/1991,5.3125,,
4/12/1991,4.82115,,
5/13/1991,4.80993,,
6/12/1991,5.03486,,
7/13/1991,4.69592,,
8/12/1991,4.36782,,
9/12/1991,3.79939,,
10/13/1991,3.39623,,
11/12/1991,2.84858,,
12/13/1991,3.06657,,
1/12/1992,2.98063,,
2/12/1992,2.67261,,
3/14/1992,2.81899,,
4/12/1992,3.18991,,
5/13/1992,3.18283,,
6/12/1992,3.0236,,
7/13/1992,3.01471,,
8/12/1992,3.15712,,
9/12/1992,3.07467,,
10/13/1992,2.9927,,
11/12/1992,3.27988,,
12/13/1992,3.12046,,
1/12/1993,2.96671,,
2/12/1993,3.2538,,
3/15/1993,3.24675,,
4/12/1993,3.01941,,
5/13/1993,3.15638,,
6/12/1993,3.22119,,
7/13/1993,2.99786,,
8/12/1993,2.84698,,
9/12/1993,2.84091,,
10/13/1993,2.764,,
11/12/1993,2.75229,,
12/13/1993,2.74455,,
1/12/1994,2.81096,,
2/12/1994,2.45098,,
3/15/1994,2.51572,,
4/12/1994,2.65178,,
5/13/1994,2.36439,,
6/12/1994,2.28849,,
7/13/1994,2.4948,,
8/12/1994,2.69896,,
9/12/1994,2.90055,,
10/13/1994,2.96552,,
11/12/1994,2.60989,,
12/13/1994,2.60274,,
1/12/1995,2.5974,,
2/12/1995,2.87081,,
3/15/1995,2.86299,,
4/12/1995,2.78722,,
5/13/1995,3.125,,
6/12/1995,3.11864,,
7/13/1995,3.0426,,
8/12/1995,2.83019,,
9/12/1995,2.61745,,
10/13/1995,2.54521,,
11/12/1995,2.74431,,
12/13/1995,2.60347,,
1/12/1996,2.53165,,
2/12/1996,2.7907,,
3/14/1996,2.71703,,
4/12/1996,2.84392,,
5/13/1996,2.83267,,
6/12/1996,2.82709,,
7/13/1996,2.82152,,
8/12/1996,2.88336,,
9/12/1996,2.8123,,
10/13/1996,3.00457,,
11/12/1996,3.06189,,
12/13/1996,3.25309,,
1/12/1997,3.37882,,
2/12/1997,3.03814,,
3/15/1997,3.03226,,
4/12/1997,2.76527,,
5/13/1997,2.43434,,
6/12/1997,2.23785,,
7/13/1997,2.23357,,
8/12/1997,2.16561,,
9/12/1997,2.29008,,
10/13/1997,2.2194,,
11/12/1997,2.08597,,
12/13/1997,1.89036,,
1/12/1998,1.69705,,
2/12/1998,1.63112,,
3/15/1998,1.4402,,
4/12/1998,1.37672,,
5/13/1998,1.4384,,
6/12/1998,1.68856,,
7/13/1998,1.62297,,
8/12/1998,1.74564,,
9/12/1998,1.61692,,
10/13/1998,1.4268,,
11/12/1998,1.48607,,
12/13/1998,1.48423,,
1/12/1999,1.60692,,
2/12/1999,1.66667,,
3/15/1999,1.66667,,
4/12/1999,1.7284,,
5/13/1999,2.28113,,
6/12/1999,2.09102,,
7/13/1999,1.9656,,
8/12/1999,2.14461,,
9/12/1999,2.26438,,
10/13/1999,2.62997,,
11/12/1999,2.56254,,
12/13/1999,2.62035,,
1/12/2000,2.6764,,
2/12/2000,2.79296,,
3/14/2000,3.21797,,
4/12/2000,3.76214,,
5/13/2000,3.01386,,
6/12/2000,3.13253,,
7/13/2000,3.73494,,
8/12/2000,3.59928,,
9/12/2000,3.35129,,
10/13/2000,3.4565,,
11/12/2000,3.45033,,
12/13/2000,3.44418,,
1/12/2001,3.43602,,
2/12/2001,3.7212,,
3/15/2001,3.52941,,
4/12/2001,2.98246,,
5/13/2001,3.21826,,
6/12/2001,3.56308,,
7/13/2001,3.19396,,
8/12/2001,2.72148,,
9/12/2001,2.72148,,
10/13/2001,2.59217,,
11/12/2001,2.12766,,
12/13/2001,1.89437,,
1/12/2002,1.60367,,
2/12/2002,1.1959,,
3/15/2002,1.13636,,
4/12/2002,1.36286,,
5/13/2002,1.64399,,
6/12/2002,1.24083,,
7/13/2002,1.06922,,
8/12/2002,1.46561,,
9/12/2002,1.74746,,
10/13/2002,1.516,,
11/12/2002,2.02703,,
12/13/2002,2.25352,,
1/12/2003,2.48027,,
2/12/2003,2.75746,,
3/15/2003,3.14607,,
4/12/2003,3.02521,,
5/13/2003,2.17513,,
6/12/2003,1.89415,,
7/13/2003,1.94878,,
8/12/2003,2.05556,,
9/12/2003,2.21607,,
10/13/2003,2.37832,,
11/12/2003,2.04194,,
12/13/2003,1.92837,,
1/12/2004,2.0352,,
2/12/2004,2.02629,,
3/14/2004,1.68845,,
4/12/2004,1.74008,,
5/13/2004,2.29258,,
6/12/2004,2.89776,,
7/13/2004,3.16767,,
8/12/2004,2.93958,,
9/12/2004,2.54743,,
10/13/2004,2.53917,,
11/12/2004,3.19091,,
12/13/2004,3.62162,,
1/12/2005,3.34232,,
2/12/2005,2.84487,,
3/15/2005,3.05303,,
4/12/2005,3.20684,,
5/13/2005,3.36179,,
6/12/2005,2.86929,,
7/13/2005,2.54103,,
8/12/2005,3.06716,,
9/12/2005,3.64693,,
10/13/2005,4.74183,,
11/12/2005,4.3501,,
12/13/2005,3.33855,,
1/12/2006,3.33855,,
2/12/2006,4.01879,,
3/15/2006,3.63825,,
4/12/2006,3.41792,,
5/13/2006,3.61384,,
6/12/2006,3.97727,,
7/13/2006,4.18172,,
8/12/2006,4.10467,,
9/12/2006,3.92657,,
10/13/2006,2.01207,,
11/12/2006,1.40633,,
12/13/2006,1.9687,,
1/12/2007,2.52398,,
2/12/2007,2.07577,,
3/15/2007,2.42026,,
4/12/2007,2.7982,,
5/13/2007,2.59292,,
6/12/2007,2.70989,,
7/13/2007,2.69277,,
8/12/2007,2.31789,,
9/12/2007,1.89745,,
10/13/2007,2.83383,,
11/12/2007,3.6107,,
12/13/2007,4.37327,,
1/12/2008,4.10881,,
2/12/2008,4.2947,,
3/14/2008,4.14296,,
4/12/2008,3.9749,,
5/13/2008,3.90376,,
6/12/2008,4.08841,,
7/13/2008,4.93597,,
8/12/2008,5.49751,,
9/12/2008,5.30802,,
10/13/2008,4.95332,,
11/12/2008,3.73106,,
12/13/2008,1.09992,,
1/12/2009,-0.02223,,
2/12/2009,-0.11359,,
3/15/2009,0.00846,,
4/12/2009,-0.44648,,
5/13/2009,-0.57632,,
6/12/2009,-1.01576,,
7/13/2009,-1.22917,,
8/12/2009,-1.95876,,
9/12/2009,-1.48384,,
10/13/2009,-1.37794,,
11/12/2009,-0.22397,,
12/13/2009,1.91459,,
1/12/2010,2.81412,,
2/12/2010,2.62111,,
3/15/2010,2.15134,,
4/12/2010,2.28617,,
5/13/2010,2.20677,,
6/12/2010,2.00355,,
7/13/2010,1.12156,,
8/12/2010,1.34078,,
9/12/2010,1.15018,,
10/13/2010,1.11831,,
11/12/2010,1.1667,,
12/13/2010,1.08454,,
1/12/2011,1.43779,,
2/12/2011,1.70078,,
3/15/2011,2.1249,,
4/12/2011,2.61924,,
5/13/2011,3.07723,,
6/12/2011,3.45897,,
7/13/2011,3.50232,,
8/12/2011,3.57988,,
9/12/2011,3.755,,
10/13/2011,3.81262,,
11/12/2011,3.52227,,
12/13/2011,3.45143,,
1/12/2012,3.06207,,
2/12/2012,3.00877,,
3/14/2012,2.89818,,
4/12/2012,2.58288,,
5/13/2012,2.27316,,
6/12/2012,1.73794,,
7/13/2012,1.65387,,
8/12/2012,1.41751,,
9/12/2012,1.68593,,
10/13/2012,1.94972,,
11/12/2012,2.15568,,
12/13/2012,1.79602,,
1/12/2013,1.7595,,
2/12/2013,1.68406,,
3/15/2013,2.01814,,
4/12/2013,1.51875,,
5/13/2013,1.13881,,
6/12/2013,1.39039,,
7/13/2013,1.71579,,
8/12/2013,1.88547,,
9/12/2013,1.53881,,
10/13/2013,1.09473,,
11/12/2013,0.8768,,
12/13/2013,1.23287,,
1/12/2014,1.51284,,
2/12/2014,1.55776,,
3/15/2014,1.12047,,
4/12/2014,1.61269,,
5/13/2014,2.01513,,
6/12/2014,2.16695,,
7/13/2014,2.05898,,
8/12/2014,1.97424,,
9/12/2014,1.7151,,
10/13/2014,1.68405,,
11/12/2014,1.60954,,
12/13/2014,1.23152,,
1/12/2015,0.65312,,
2/12/2015,-0.22993,,
3/15/2015,-0.08703,,
4/12/2015,-0.02203,,
5/13/2015,-0.10403,,
6/12/2015,0.03503,,
7/13/2015,0.17957,,
8/12/2015,0.22569,,
9/12/2015,0.2413,,
10/13/2015,0.00884,,
11/12/2015,0.12762,,
12/13/2015,0.43632,,
1/12/2016,0.63872,,
2/12/2016,1.2375,,
3/14/2016,0.84728,,
4/12/2016,0.89162,,
5/13/2016,1.17263,,
6/12/2016,1.07848,,
7/13/2016,1.07929,,
8/12/2016,0.86836,,
9/12/2016,1.05532,,
10/13/2016,1.54864,,
11/12/2016,1.68592,,
12/13/2016,1.68433,,
1/12/2017,2.0508,,
2/12/2017,2.51039,,
3/15/2017,2.81036,,
4/12/2017,2.4412,,
5/13/2017,2.17622,,
6/12/2017,1.85634,,
7/13/2017,1.64057,,
8/12/2017,1.72511,,
9/12/2017,1.92812,,
10/13/2017,2.18057,,
11/12/2017,2.02076,,
12/13/2017,2.17249,,
1/12/2018,2.12993,,
2/12/2018,2.1037,,
3/15/2018,2.22658,,
4/12/2018,2.33259,,
5/13/2018,2.43783,,
6/12/2018,2.77659,,
7/13/2018,2.84851,,
8/12/2018,2.89875,,
9/12/2018,2.678,,
10/13/2018,2.35518,,
11/12/2018,2.52852,,
12/13/2018,2.17281,,
1/12/2019,1.91522,,
2/12/2019,1.49833,,
3/15/2019,1.48172,,
4/12/2019,1.87995,,
5/13/2019,2.00563,,
6/12/2019,1.81275,,
7/13/2019,1.68964,,
8/12/2019,1.82116,,
9/12/2019,1.75969,,
10/13/2019,1.72733,,
11/12/2019,1.75708,,
12/13/2019,2.03082,,
1/12/2020,2.26172,,
2/12/2020,2.46049,,
3/14/2020,2.31971,,
4/12/2020,1.53064,,
5/13/2020,0.36486,,
6/12/2020,0.24244,,
7/13/2020,0.72681,,
8/12/2020,1.03283,,
9/12/2020,1.32759,,
10/13/2020,1.40065,,
11/12/2020,1.1842,,
12/13/2020,1.13776,,
1/12/2021,1.27815,,
2/12/2021,1.35997,,
3/15/2021,1.67524,,
4/12/2021,2.65838,,
5/13/2021,4.15199,,
6/12/2021,4.94444,,
7/13/2021,5.34102,,
8/12/2021,5.2761,,
9/12/2021,5.20533,,
10/13/2021,5.38991,,
11/12/2021,6.23694,,
12/13/2021,6.82837,,
1/12/2022,7.09654,,
2/12/2022,7.52593,,
3/15/2022,7.91202,,
4/12/2022,8.55759,,
5/13/2022,8.22414,,
6/12/2022,8.51641,,
7/13/2022,8.99522,,
8/12/2022,8.48213,,
9/12/2022,8.24923,,
10/13/2022,8.22241,,
11/12/2022,7.76312,,
12/13/2022,7.11788,,
